AP,AT,PE,RH,V
1001.63,27.71,432.54,51.45,69.13
1002.7,23.48,445.72,70.22,49.16
1009.01,17.77,456.34,77.7,43.72
1011.83,22.24,441.9,79.37,69.23
1012.92,24.6,447.09,69.56,57.85
1011.36,19.06,449.74,99.64,50.16
1009.52,14.56,451.95,91.14,47.45
1009.32,26.62,431.93,80.1,71.73
1011.85,23.03,444.85,81.24,59.04
1031.01,13.73,466.29,64.92,41.92
1018.27,13.79,462.25,88.06,42.07
1012.07,23.46,438.62,88.14,73.18
1017.46,19.58,458.28,64.64,52.9
1015.13,12.76,475.73,65.34,43.7
1018.61,6.93,486.94,88.31,43.13
1020.0,10.63,476.99,72.42,39.61
1008.52,17.46,461.01,69.73,39.99
1022.42,6.15,482.49,88.57,40.77
1019.7,6.9,486.3,71.21,44.71
1014.76,25.77,438.64,69.99,59.39
1011.11,27.86,440.48,56.81,63.07
1021.86,7.91,479.02,54.92,41.79
1013.21,22.35,440.11,82.52,63.47
1019.63,17.65,452.2,84.3,62.1
1019.61,16.96,460.2,81.86,52.9
1013.26,18.71,455.7,82.64,53.16
1013.39,24.22,442.65,80.11,61.86
1015.11,23.61,438.08,78.84,59.39
1023.28,14.01,464.79,82.49,45.08
997.85,31.33,431.44,64.43,76.86
1018.75,12.86,468.43,74.73,44.77
1022.2,16.4,463.79,73.05,38.01
1009.73,22.49,444.11,85.19,58.82
1008.16,23.75,442.35,69.14,61.5
1015.5,28.92,439.09,34.51,66.51
1019.46,12.11,475.53,62.59,41.17
1024.41,13.64,468.85,84.46,43.71
1004.81,28.52,435.4,57.82,57.82
1017.9,24.79,446.04,53.83,59.21
1005.13,24.27,437.78,77.16,60.37
1009.3,31.59,442.58,50.16,62.7
1013.54,23.25,450.22,78.34,51.86
1013.71,22.1,441.31,69.09,58.33
1012.68,24.97,439.71,74.25,54.2
1017.42,11.96,469.34,79.44,43.41
1006.55,35.03,426.22,43.82,68.27
1012.92,17.97,448.88,88.22,65.94
1009.38,24.24,436.45,82.83,70.32
1021.35,5.04,484.42,93.63,40.64
1000.47,17.18,461.73,72.03,40.55
1009.26,11.24,469.92,97.47,25.36
1003.57,32.69,431.76,56.84,72.86
1011.91,27.6,431.44,83.66,73.42
1021.96,7.5,485.98,83.45,38.06
1010.81,22.15,448.46,60.08,43.77
1020.41,18.18,455.57,48.64,44.63
1011.84,17.19,468.4,67.59,37.2
1016.22,10.42,474.79,90.75,43.79
1007.44,12.74,466.09,91.47,49.83
1011.86,27.43,436.64,36.76,56.85
1011.18,23.68,441.54,72.45,68.12
1030.77,13.83,470.21,75.09,42.86
1022.36,16.58,466.61,45.24,41.93
1021.65,13.41,478.96,45.24,45.0
1013.18,16.61,460.35,85.26,50.9
1009.74,3.99,490.91,96.81,39.9
1011.91,23.39,448.3,84.57,63.21
1004.32,14.42,467.25,88.42,41.16
1018.96,7.11,486.11,87.82,43.13
1019.18,13.7,467.9,92.66,45.64
1012.57,24.43,437.26,77.83,65.18
1008.82,27.39,435.22,78.35,69.14
1011.68,26.94,449.1,41.3,62.91
1012.93,19.09,461.84,63.59,42.44
1017.7,15.46,459.62,68.2,44.6
1002.05,31.94,440.17,34.12,74.99
1020.43,10.58,473.19,91.9,41.49
1017.45,19.95,447.1,89.46,58.46
1016.79,5.82,482.67,85.04,40.62
1007.6,12.72,463.49,71.8,44.9
1017.17,14.87,462.87,71.57,54.3
1014.1,29.17,435.08,46.85,67.45
1015.94,14.13,469.28,80.89,43.7
1017.56,22.67,444.43,79.43,60.77
1007.61,28.01,440.23,58.45,64.69
1010.61,30.93,440.59,46.13,70.83
1009.86,23.01,442.47,64.53,66.54
1014.76,32.53,434.44,58.1,77.95
1007.76,26.57,445.49,50.39,44.57
1015.5,11.64,477.2,87.05,40.1
1007.45,16.31,466.49,77.77,42.28
1012.73,20.03,460.11,56.89,45.01
1014.9,20.79,450.3,77.0,65.59
1017.07,17.3,469.21,64.52,42.24
1013.51,25.86,449.67,67.5,61.08
1032.98,9.8,473.72,67.55,41.82
1017.39,25.42,438.24,77.63,75.6
1008.92,28.75,433.03,77.17,77.24
1014.25,18.58,454.26,74.09,46.97
1005.85,22.56,435.14,93.09,70.79
1015.64,23.05,446.05,49.33,48.98
1008.52,26.78,441.21,61.23,52.3
1024.09,10.13,479.42,85.48,39.18
1008.5,31.97,441.18,47.69,69.04
1014.08,8.95,478.07,76.94,36.18
1018.66,7.57,480.86,85.73,39.61
1011.9,25.97,434.83,88.73,43.21
1017.63,24.56,440.31,74.5,60.27
1011.75,30.71,438.42,62.81,64.05
1013.85,13.8,471.7,81.95,39.39
1015.36,20.21,453.19,79.18,58.12
1013.47,16.77,458.22,81.42,45.01
1011.65,29.18,443.75,59.49,71.43
1015.71,17.86,457.42,67.99,52.9
1009.28,4.24,491.25,96.74,39.9
1011.02,24.11,444.35,78.18,59.27
1012.79,15.5,460.41,96.75,40.12
1019.43,9.62,467.34,97.99,41.01
1027.03,5.05,491.4,80.02,35.57
1009.65,26.81,434.48,80.69,71.29
1006.09,15.68,461.98,75.62,39.16
1020.16,21.85,445.62,68.84,63.86
1015.18,30.98,433.59,45.4,67.45
1006.54,30.14,426.91,57.05,67.69
1009.0,29.89,431.45,55.72,71.29
1006.51,29.42,439.51,53.6,56.9
1010.26,26.6,436.19,66.16,61.02
1014.81,19.64,455.27,74.96,48.06
1017.33,13.16,468.4,82.43,54.3
1004.45,33.17,430.14,58.0,70.4
1014.83,16.14,468.88,39.41,44.71
1007.74,25.34,434.86,92.52,71.06
1014.16,21.12,445.9,81.42,63.56
1015.1,13.41,471.85,79.32,39.35
1013.92,13.38,468.15,96.96,40.12
1021.37,17.27,460.08,76.73,43.52
1010.8,16.69,466.03,96.8,46.18
1018.46,7.8,482.31,66.5,39.04
1011.47,27.14,439.33,63.14,75.23
1008.13,21.08,449.6,72.52,44.05
1000.61,32.23,426.9,55.1,69.13
1017.59,13.48,463.6,94.81,40.73
1019.01,10.45,465.43,89.01,40.0
1000.46,25.43,436.43,87.84,70.17
1020.07,7.09,487.0,73.26,39.37
1007.74,31.24,430.44,48.77,74.22
1009.68,21.92,445.52,58.83,61.87
1021.75,10.74,467.48,75.41,52.75
1017.51,13.67,463.97,63.54,41.48
1002.36,9.79,471.61,93.86,39.69
1011.09,14.04,472.31,87.22,39.64
1011.66,24.43,436.05,85.24,61.25
1007.26,14.88,466.73,71.3,42.28
1020.79,10.68,476.22,72.33,38.38
1015.54,14.22,465.0,77.23,42.32
1016.33,14.47,464.41,93.52,44.66
1015.22,7.19,487.15,85.65,40.81
1008.24,11.73,472.04,65.13,37.92
1012.36,10.94,477.34,73.3,43.67
1017.06,14.44,466.96,76.02,39.0
1009.9,24.53,446.3,78.34,74.78
1012.86,29.72,438.84,38.48,54.2
1008.87,17.52,455.72,85.67,44.05
1025.22,12.99,470.93,90.27,44.0
1015.84,10.04,480.63,82.31,39.66
1017.55,30.5,432.87,38.2,66.75
1008.88,33.11,437.19,42.08,69.75
1010.85,13.41,472.4,89.61,40.89
1009.77,26.98,442.28,69.54,74.78
1017.38,15.19,462.64,71.66,42.03
1007.35,28.24,438.03,61.14,64.69
1014.88,29.04,438.5,47.23,60.07
1024.97,13.74,466.79,84.79,45.08
1017.85,12.58,471.24,57.74,39.72
1010.29,17.3,448.79,87.13,47.45
1000.82,28.0,427.71,65.24,69.05
1016.34,15.15,461.6,62.59,53.82
1015.3,25.47,445.39,50.31,65.34
1008.75,20.78,450.57,60.87,68.28
1008.63,26.12,438.52,72.04,49.02
1017.55,13.78,462.59,94.28,40.73
1005.61,26.28,435.71,53.17,68.14
1003.69,27.76,433.03,79.62,75.33
1024.92,18.26,462.6,62.82,49.64
1024.6,6.4,484.44,86.83,39.18
1007.51,26.31,452.73,52.6,44.57
1014.45,32.89,426.46,52.34,73.68
1020.36,6.74,484.18,86.98,36.08
1012.47,22.69,441.18,80.9,65.18
1010.36,33.11,431.77,50.99,77.54
1014.08,22.28,446.55,66.47,58.86
1018.41,28.84,442.69,53.96,75.6
1003.25,31.75,430.82,53.33,74.99
1032.93,9.6,475.01,72.63,41.82
1011.04,21.54,443.15,80.48,69.48
1015.42,13.33,466.26,58.27,38.47
1021.89,12.73,470.89,61.76,37.73
1008.31,28.73,430.63,56.85,68.24
1020.25,9.0,481.09,81.32,43.13
1012.99,31.1,428.68,54.3,68.51
1005.82,28.81,434.08,56.86,56.86
1027.66,14.95,464.31,66.71,42.74
1014.16,23.04,459.36,54.99,48.06
1007.62,24.04,437.13,69.11,68.94
1014.31,27.69,442.84,46.59,65.34
1016.74,28.82,445.1,56.34,64.79
1009.51,25.23,445.92,82.87,69.34
1011.54,8.77,480.56,89.58,40.77
1019.41,7.61,485.36,70.48,44.71
1017.48,28.37,439.25,55.19,75.6
1013.74,21.82,455.2,73.6,50.66
1028.04,14.82,466.34,69.81,42.74
1012.05,13.97,463.64,85.36,52.05
1012.21,31.74,437.29,41.62,72.25
1009.25,27.27,428.93,89.31,72.58
1010.45,23.95,448.32,74.34,58.79
1004.67,29.08,430.16,64.5,66.54
1011.23,28.3,441.51,68.88,64.33
1012.49,12.66,472.44,95.96,43.67
1013.13,30.12,433.08,63.56,74.16
1014.82,29.44,445.67,56.49,65.51
1010.05,25.95,443.93,76.05,59.92
1003.75,32.5,433.7,43.8,71.37
1007.35,23.97,448.17,62.71,44.57
1015.29,21.97,449.6,77.47,58.12
1001.43,32.17,430.64,69.86,73.21
1019.03,12.35,466.71,95.53,40.73
1013.06,18.03,458.04,82.03,53.16
1008.43,32.07,426.96,44.95,71.29
1008.28,31.39,435.76,62.86,69.59
1016.66,11.92,468.14,55.25,40.62
1013.66,10.65,474.27,70.04,41.78
1015.89,31.24,435.2,42.84,68.3
1022.36,9.13,483.24,74.6,39.04
1005.22,23.39,435.68,93.7,71.25
1017.58,11.95,465.2,90.89,42.03
1003.02,33.3,426.88,53.43,68.14
1007.84,24.27,448.66,80.85,61.47
1002.75,18.13,455.81,58.85,39.72
1018.85,21.9,456.52,60.27,55.5
1005.65,27.52,439.01,59.52,67.9
1012.92,16.76,456.31,65.74,48.14
1013.29,12.77,475.59,86.4,36.71
1015.4,16.44,462.09,63.16,53.82
1007.26,29.01,429.23,60.55,70.32
1016.21,18.9,451.42,93.9,57.5
1011.06,22.33,441.85,82.85,71.94
1014.49,26.58,439.46,65.87,59.39
1015.42,17.36,458.66,69.97,52.9
1009.22,28.18,443.65,56.04,64.84
1010.45,24.63,440.67,85.36,59.57
1014.2,13.62,465.74,85.05,40.2
1017.99,16.62,459.59,63.76,54.3
999.51,17.33,460.46,68.36,41.35
1017.17,20.72,447.69,59.83,63.94
1020.21,6.89,486.9,74.17,39.37
1007.4,33.61,435.99,42.51,69.88
1012.74,27.38,437.78,53.53,59.21
1013.56,23.21,446.11,80.23,63.94
999.8,26.13,430.6,88.47,71.25
1019.6,15.18,462.09,72.45,44.2
1024.7,5.66,482.11,78.52,39.42
1007.67,15.75,464.38,93.8,36.99
1018.12,29.45,437.31,50.68,75.6
1013.23,20.12,442.89,88.48,69.45
1011.87,22.8,437.98,91.57,73.17
1008.43,29.93,426.82,66.64,71.85
1006.85,29.25,429.12,61.15,72.99
1000.19,34.14,434.23,43.56,74.34
1016.8,19.47,450.17,87.26,58.79
1015.71,24.03,442.03,70.15,58.46
1012.25,12.71,475.38,62.68,43.02
1012.35,26.6,451.4,54.42,61.41
1014.22,27.09,442.94,48.13,65.61
1006.68,26.44,430.12,81.45,71.77
1014.67,28.31,447.26,59.29,65.71
1021.38,10.87,484.63,58.22,44.71
1008.91,29.54,427.82,56.07,69.48
1017.0,15.98,456.31,55.73,41.48
1008.96,24.27,434.24,78.31,70.47
1007.82,29.78,436.32,77.59,70.98
1006.63,24.05,438.36,69.2,64.69
1011.36,28.59,431.55,89.18,80.18
1018.32,13.97,467.93,88.72,40.24
1025.48,11.56,489.54,74.75,40.43
1012.34,20.07,454.25,56.8,49.21
1014.86,31.19,430.48,39.1,68.3
1003.77,18.39,444.63,92.48,67.71
1022.25,9.78,477.22,69.64,43.8
1009.76,29.26,435.32,58.64,69.34
1020.49,9.53,478.03,80.08,38.38
1008.68,22.32,445.36,79.11,48.41
1013.01,18.95,462.73,79.4,42.23
1020.78,11.55,469.13,94.56,42.34
1016.24,27.3,442.78,44.87,65.12
1015.19,22.1,449.54,59.05,68.63
1003.56,17.12,449.94,94.29,68.28
1009.37,14.85,462.67,84.65,45.87
1014.25,10.33,480.18,84.46,40.69
1013.39,19.45,452.82,99.52,46.33
1025.79,12.16,476.63,70.97,40.81
1016.5,7.65,482.56,65.51,36.3
1011.75,4.31,492.92,82.08,38.5
1009.25,19.04,453.32,68.74,43.43
1004.21,26.02,428.72,79.12,70.79
1017.72,26.09,444.71,50.83,60.29
1013.26,27.14,441.68,55.17,65.27
1016.91,22.67,446.36,60.75,58.2
1020.16,7.28,493.3,72.7,40.67
1011.65,25.62,430.56,86.45,73.17
1016.84,22.33,450.07,67.09,59.8
1005.16,23.93,444.95,69.91,68.28
1006.22,29.07,438.79,61.58,51.43
1014.58,15.79,460.19,99.9,50.88
1000.46,28.81,427.91,68.05,64.96
1020.74,17.07,460.19,70.18,44.9
1011.92,32.51,428.37,49.45,69.98
1016.74,22.11,453.45,73.9,59.8
1020.4,18.41,457.14,78.1,62.1
1000.73,28.9,431.52,77.24,71.25
1017.87,10.47,476.02,85.34,44.21
1012.99,10.09,473.66,72.59,37.14
1011.34,27.09,434.31,76.06,73.5
1009.9,17.44,457.67,80.54,44.89
1011.75,23.76,444.57,77.34,58.82
1002.37,31.11,433.19,41.56,69.05
1014.6,23.86,440.58,82.37,63.77
1010.15,15.09,466.47,92.0,40.89
1021.18,9.26,480.38,84.58,39.61
1024.3,15.83,458.6,58.34,52.75
1015.23,9.96,480.6,82.98,39.66
1014.07,19.3,452.76,81.98,65.59
1008.0,19.91,449.23,90.23,51.19
1011.56,23.18,449.94,81.83,51.43
1014.72,19.13,459.94,81.95,45.38
1017.25,24.6,448.65,60.33,63.78
1003.25,29.38,433.74,72.19,74.9
1008.68,29.15,430.54,55.78,69.48
1007.77,31.03,432.56,63.96,69.59
1013.94,21.84,450.88,46.11,45.09
1013.72,6.28,487.17,88.13,43.02
1008.47,22.48,444.5,83.58,50.32
1007.84,31.51,430.11,71.18,71.97
1004.1,15.67,466.45,77.93,41.1
1016.52,13.24,474.48,86.66,39.16
1020.3,17.1,461.51,70.51,43.52
1006.08,32.32,428.12,37.93,67.9
1016.1,23.51,446.58,69.79,63.78
1016.05,13.58,472.73,76.45,40.75
1007.08,12.43,470.92,61.56,40.27
1009.19,16.37,463.91,76.92,39.64
1016.17,7.64,486.01,84.45,43.79
1015.86,21.03,453.86,76.63,59.8
1005.8,33.37,436.76,47.94,73.88
1012.05,18.92,451.51,85.99,62.26
1020.8,20.61,449.38,85.05,48.78
1014.76,22.38,441.3,73.8,63.31
1006.31,30.2,428.72,62.14,73.67
1006.24,31.02,431.37,77.86,70.4
1016.28,17.64,455.75,85.04,57.76
1013.78,28.85,444.0,41.39,58.33
1008.06,22.4,440.04,84.52,70.94
1010.65,19.13,448.69,94.92,68.61
1012.53,23.79,448.67,79.48,59.44
1008.75,22.12,439.18,92.13,60.37
1015.51,29.14,433.34,46.47,67.45
1019.47,20.17,458.04,56.77,56.03
1007.72,29.3,431.32,81.92,74.16
1016.07,5.7,482.82,84.94,40.62
1011.13,25.5,436.07,72.86,68.08
1009.97,16.06,450.62,88.09,47.45
1014.8,27.75,440.83,45.91,65.34
1009.22,25.12,436.56,65.62,66.56
1011.79,22.78,446.12,75.43,62.44
1010.1,29.3,429.42,53.69,69.48
1031.33,8.01,477.84,85.01,40.02
1023.5,16.58,464.03,60.14,38.01
1016.04,17.08,449.98,87.46,58.86
1016.56,17.54,465.51,79.0,44.58
1006.25,26.93,444.7,77.79,56.9
1011.4,22.52,443.49,66.2,67.32
1018.15,13.48,464.58,88.38,46.18
1015.48,9.05,472.41,80.91,40.0
1020.7,19.93,456.53,62.82,56.65
1011.2,29.68,441.79,57.73,64.33
1010.62,30.52,431.14,54.47,70.04
1024.56,12.54,479.65,68.97,40.8
1003.87,27.6,436.08,42.01,69.05
1007.53,18.48,461.49,82.57,46.48
1007.08,15.24,459.85,86.49,48.6
1005.54,4.41,488.36,68.85,42.07
1018.59,15.82,461.9,78.88,44.88
1007.99,24.65,437.59,90.05,72.43
1025.44,19.02,461.57,51.9,52.72
1010.75,23.32,435.27,91.84,69.13
1012.92,23.99,437.14,70.68,68.12
1025.98,10.12,471.6,98.63,39.96
1014.8,12.53,469.23,74.05,43.56
1002.51,18.11,449.99,100.09,52.08
1008.89,24.94,440.12,84.79,59.07
1010.87,30.92,440.96,62.43,59.57
1013.86,12.68,448.69,83.26,45.01
1014.06,25.41,449.2,51.09,66.49
1008.02,14.12,468.63,76.45,39.4
999.71,28.33,427.42,69.66,64.96
1020.56,14.77,467.72,80.27,49.15
1009.51,29.0,437.55,67.72,70.72
1003.86,18.02,451.41,100.09,49.78
1014.44,11.55,475.14,87.06,40.6
1025.21,15.31,460.77,55.22,52.75
1021.36,12.36,470.39,65.45,37.73
1017.79,19.45,445.1,93.46,58.95
1010.99,27.05,443.89,71.37,67.79
1011.48,9.73,481.42,87.88,40.22
1013.68,11.11,473.32,73.67,37.5
1020.82,13.01,464.64,78.41,41.58
1023.22,11.76,475.18,81.31,40.96
1004.84,17.58,467.33,80.43,39.63
1012.3,27.54,439.8,54.82,51.43
1009.68,29.79,432.84,64.0,77.17
1013.28,13.83,465.53,90.44,40.2
1008.06,32.05,432.49,67.09,77.24
1000.7,28.14,434.68,70.17,76.86
1006.77,34.11,432.78,45.92,73.56
1006.36,22.83,438.0,92.07,70.79
1007.15,21.04,450.27,64.82,47.43
1016.05,12.39,475.96,81.91,40.75
1011.02,27.7,434.56,67.6,72.24
1007.07,16.62,463.74,77.14,39.99
1006.34,25.27,445.81,66.35,67.07
1020.55,9.52,475.44,89.73,41.26
1013.55,17.74,446.01,81.8,58.33
1003.45,22.9,441.77,80.95,49.3
1019.21,14.86,461.14,99.14,43.14
1008.11,26.71,435.41,79.28,66.25
1013.88,13.42,473.27,85.13,42.86
1003.4,25.82,432.98,86.33,72.39
1019.97,15.14,463.1,83.86,44.21
1018.58,10.17,478.04,87.72,41.17
1010.76,27.44,441.08,68.67,65.59
1013.52,23.94,440.15,83.12,63.21
1014.55,25.16,436.15,76.7,74.33
1026.25,12.88,470.89,74.54,42.74
1013.65,31.87,435.47,36.69,67.32
1016.74,22.18,447.92,54.02,65.46
1019.48,9.41,481.59,82.19,41.54
1013.59,12.17,473.76,88.62,40.6
1008.94,30.57,439.38,59.99,69.71
1008.51,28.16,435.04,72.12,70.98
1016.25,9.72,474.1,76.39,43.41
1016.53,11.9,477.75,84.59,39.16
1022.25,7.1,484.12,91.07,41.74
1005.39,11.47,479.44,77.4,40.27
1013.97,28.19,434.77,49.76,67.45
1026.21,9.75,479.45,70.12,36.66
1019.09,7.55,481.61,61.71,43.65
1020.52,19.9,456.48,78.05,56.53
1017.84,12.45,477.41,66.52,40.56
1018.11,9.15,474.88,75.29,39.61
1016.34,14.38,463.1,92.37,40.66
1005.81,26.16,444.06,61.02,67.9
1014.14,22.63,457.88,73.06,45.61
1004.55,30.51,428.79,56.05,70.79
1014.75,26.2,440.89,59.41,60.07
1009.66,25.77,445.35,65.49,69.04
1028.29,14.74,462.92,67.87,44.47
1014.38,17.02,459.98,62.66,44.85
1013.09,17.68,456.86,82.79,53.16
1019.03,8.93,472.77,71.0,40.46
1015.09,9.49,476.67,91.31,40.69
1009.61,23.48,437.1,88.16,72.99
1012.64,22.69,449.01,46.83,49.21
1019.4,12.65,468.8,71.45,44.34
1022.51,12.79,465.75,99.55,44.68
1017.26,13.01,469.48,76.2,41.17
1007.63,30.76,431.67,71.24,69.14
1006.72,22.56,448.65,54.82,47.43
1016.73,20.7,453.22,68.19,58.16
1012.42,21.09,456.09,69.09,50.9
1012.16,26.35,443.73,63.73,59.44
1006.96,35.1,426.3,43.51,68.27
1014.76,14.43,467.12,79.76,38.28
1014.4,16.32,463.57,59.77,43.56
1020.31,12.21,464.03,83.84,40.64
1013.3,32.13,431.84,55.85,69.98
1009.08,25.68,431.32,90.48,70.32
1011.62,24.4,439.06,70.1,62.26
1026.57,6.41,484.49,93.51,40.81
1014.12,23.38,443.8,59.36,65.06
1002.24,30.21,431.46,66.71,75.33
1016.11,22.88,458.08,63.77,50.23
1010.68,27.99,435.99,68.99,71.58
1026.35,16.01,457.8,77.75,49.64
1010.76,31.08,442.88,60.49,59.57
1010.58,23.09,443.27,77.85,70.02
1002.17,21.03,444.35,75.35,69.05
1008.54,12.05,454.18,95.11,49.83
1016.75,14.73,463.63,67.13,54.3
1004.02,32.56,425.11,35.04,68.14
1014.83,6.99,490.11,54.36,40.07
1005.18,18.84,459.96,92.46,40.79
1020.23,6.18,490.81,81.38,41.38
1006.88,13.72,463.65,89.49,49.83
1010.99,29.48,440.72,51.23,59.27
1012.92,14.35,470.53,82.41,39.39
1011.66,19.47,451.38,69.93,43.43
1011.42,26.92,431.29,76.94,73.17
1009.63,26.16,432.56,73.22,70.04
1019.02,19.77,451.05,91.03,49.39
1011.09,26.92,437.99,70.8,62.44
1018.26,27.54,440.87,57.89,75.6
1001.97,18.75,458.31,59.6,41.1
1010.71,26.29,429.71,76.95,68.24
1014.21,27.16,441.33,47.93,65.61
1016.37,16.0,468.49,77.63,39.16
1021.5,10.38,475.02,75.02,37.73
1008.77,30.29,431.39,75.23,74.16
1010.13,24.69,436.78,70.54,71.73
1010.78,14.16,471.15,82.86,40.89
1010.09,9.97,477.31,95.0,39.99
1007.28,21.96,442.87,89.96,51.43
1010.09,32.43,439.75,42.22,68.31
1013.94,27.99,435.79,51.25,69.89
1013.06,18.15,455.21,72.4,45.01
1014.9,8.83,482.43,81.55,43.56
1005.15,26.62,441.28,84.99,70.36
1010.39,32.96,443.57,42.33,68.31
1010.71,24.67,450.64,57.47,68.61
1007.0,27.06,430.82,72.37,70.47
1009.23,25.0,438.38,80.92,69.71
1001.13,15.47,467.96,77.61,38.73
998.08,17.36,459.1,63.46,41.23
1010.09,29.62,439.35,43.1,70.02
1015.85,13.54,471.05,77.55,40.69
1014.03,24.52,439.55,74.83,59.15
1017.18,9.73,479.78,61.81,38.56
1015.53,20.6,452.86,71.57,65.12
1010.89,25.16,435.78,70.16,68.08
1008.54,20.86,440.42,96.83,63.73
1018.42,10.31,473.74,93.67,45.01
1011.04,20.37,445.81,84.31,69.48
1020.52,17.58,459.78,71.48,44.9
1018.05,19.04,458.64,79.01,51.86
1009.97,25.38,434.44,72.6,71.73
1009.17,32.81,430.53,53.13,77.17
1012.34,19.41,446.71,78.8,67.32
1001.31,21.73,439.01,86.64,69.05
1014.39,22.29,441.9,84.89,56.89
1010.97,29.39,430.5,53.88,71.14
1015.53,20.08,455.85,80.84,58.12
1022.37,16.51,442.48,81.18,51.86
1009.78,14.47,469.0,91.15,42.99
1001.19,17.37,460.97,71.42,40.55
1021.5,17.03,460.25,82.32,43.99
1005.66,25.91,441.74,60.12,67.07
1025.53,6.03,480.36,98.68,40.78
1010.82,31.9,432.27,60.58,73.42
1009.04,20.03,450.6,77.56,47.45
1005.82,31.23,436.58,52.1,68.67
1023.99,13.8,466.71,79.72,45.08
1022.97,15.52,471.97,52.92,41.93
1011.86,23.68,451.67,71.24,51.3
1009.28,23.25,437.96,86.52,70.32
1008.85,24.58,442.47,79.32,49.02
1015.97,8.3,480.58,60.62,36.3
1004.29,9.27,474.93,95.05,42.02
1015.09,15.52,467.12,83.48,42.86
1006.15,30.71,429.41,34.15,68.24
1008.27,11.47,469.51,95.4,25.36
1007.64,30.51,430.91,59.42,70.94
1004.36,26.43,435.59,55.9,66.48
1008.46,28.65,433.45,58.13,70.32
1012.49,21.38,449.66,53.77,49.21
1017.87,19.97,450.41,83.46,59.21
1017.08,19.38,454.1,70.46,54.9
1016.97,17.77,460.13,54.25,44.6
1021.91,7.04,488.99,88.55,41.74
1011.8,30.3,431.12,50.43,69.51
1015.15,14.91,461.27,81.56,43.34
1012.71,26.87,433.89,54.54,69.23
1010.27,18.86,446.91,86.0,51.43
1010.76,20.77,453.46,63.12,43.77
1018.64,12.2,469.41,76.1,44.77
1005.78,16.17,454.72,78.8,41.79
1019.02,11.69,471.72,55.6,35.76
1019.03,9.17,487.33,66.21,40.67
996.03,10.82,475.46,99.34,42.02
1008.44,23.08,443.5,82.35,48.41
1008.19,12.74,468.57,94.81,39.13
1007.9,26.85,438.01,60.04,57.19
1003.98,28.44,433.44,73.51,69.4
1030.86,14.02,467.29,68.36,42.86
1007.61,14.57,457.21,82.85,41.79
1015.1,15.4,471.66,70.25,40.69
1013.81,16.75,464.87,84.98,42.23
1005.33,29.83,434.28,71.15,68.67
1008.29,26.25,436.3,60.65,66.56
1015.59,27.17,443.66,68.33,63.09
1008.25,27.49,428.27,68.29,71.94
1017.98,11.7,462.94,95.71,41.16
1010.19,24.37,440.29,76.01,73.42
1010.13,26.14,436.17,66.71,61.02
1016.2,15.91,462.25,63.63,38.62
1030.72,9.24,476.9,87.36,41.4
1009.25,14.09,469.93,71.4,41.66
1008.8,10.61,472.9,100.13,37.5
999.31,28.72,431.74,71.74,76.86
1009.34,16.61,460.97,65.47,25.88
1014.34,24.35,442.81,67.22,51.86
1011.16,26.95,435.65,73.14,72.24
1020.02,13.89,469.6,86.47,41.49
1007.39,20.98,450.0,68.15,47.43
1016.91,24.74,447.02,55.65,63.87
1008.15,16.12,457.41,86.12,45.87
1016.98,20.94,463.69,59.65,44.58
1014.33,21.01,453.88,61.8,58.96
1025.37,6.52,486.06,78.32,35.57
1024.47,13.14,467.07,87.42,43.71
1025.35,13.93,469.25,81.54,44.47
1009.21,14.46,464.5,84.09,45.87
1011.07,21.83,443.76,91.34,62.91
1020.6,9.97,475.43,91.14,41.26
1015.71,15.09,466.87,54.36,43.13
1010.14,25.63,433.76,87.57,71.58
1010.16,24.17,436.27,89.96,71.58
1013.9,18.6,464.67,51.16,43.56
1000.38,31.05,426.31,58.49,69.13
1012.74,10.19,475.01,73.48,37.14
1009.77,13.26,467.78,61.69,41.78
1033.19,9.66,477.67,73.19,41.82
1011.52,23.6,440.66,78.12,62.44
1019.7,15.91,458.15,72.65,71.14
1019.5,8.79,489.02,66.3,40.67
1008.97,30.88,425.36,54.99,67.83
1016.26,20.98,446.26,67.18,60.07
1031.96,14.2,468.63,69.59,42.86
1012.34,25.69,441.43,44.18,57.32
1010.19,23.65,436.74,89.53,59.92
1011.94,15.48,463.92,69.95,44.99
1018.33,10.64,471.48,66.81,39.61
1015.6,14.48,470.63,90.05,38.92
1010.35,10.47,476.55,86.86,43.14
1018.37,24.65,442.89,56.15,63.86
1014.73,16.2,460.87,89.84,45.76
1006.0,28.61,437.39,45.73,52.84
1008.96,23.13,438.8,85.5,61.47
1007.58,13.55,470.82,97.55,42.99
1017.12,18.71,456.88,74.79,54.9
1006.39,14.35,462.54,91.23,49.83
1008.82,29.79,434.74,65.13,69.34
1013.0,29.64,438.12,39.56,54.2
1017.01,15.11,462.21,84.39,45.01
1017.49,25.02,445.61,54.75,60.29
1002.39,23.61,443.5,65.63,49.16
1014.38,16.05,466.75,73.89,38.28
1018.28,19.59,449.74,84.83,59.87
1012.87,23.23,441.85,75.43,56.89
1021.0,9.41,473.84,88.74,43.5
1020.33,6.63,489.16,76.18,39.37
1007.99,27.89,430.75,85.62,69.88
1007.29,22.54,447.29,79.28,51.95
1026.17,14.0,474.87,54.82,40.8
1012.66,6.87,486.26,83.34,39.85
1009.65,30.47,435.72,62.03,70.02
1007.04,27.33,431.96,61.83,68.94
1018.82,13.7,470.2,69.07,34.03
